text,likes,followers
THe Food At Southern Fire Kitchen Was Top Tier 🤌🏾,0,1080
I didn't know there was a Nigerian🇳🇬 Restaurant in Mobay. Why there isn't 1 in Kingston? I wanna try Jollof Rice 👀.,0,129
i ate too much for lunch,0,1057
I was thinking about how I wished I didn't have to do anything today and then my mom called to say today's aide canceled because she's sick so we can't meet for lunch and now I feel like I cruelly monkey pawed my family :(,2,2319
"You violated our agreement. You promised we’d eat lunch together, but you run off somewhere else! You promised you would practice here, yet you never show up...!",0,60
I know what I’m eating for lunch,0,51
"# Russian leader says terms of agreement reached in July caused global shortages Scientists say weather will stay hotter and drier until November, compounding concerns about food and energy",0,3
I’ve made a fruit smoothie three days in a row. I guess you could say I’m a health guru now.,8,1718
Street food day!,0,152
"Uninstall all food delivery app , discipline na sa pagkain :) Back to steam foods diet na lang !",0,326
"Have u had lunch??

Answer me",0,385
"OJ references his line from The Taco Show, ""I will not be threatened by Mexican food!""",0,140
me not bringing lunch to work = doordash whew this habit gotta stop lbs,0,900
"I think I’m addicted to Halal food 😩
I wake up thinking about it lmaooo",1,1166
"Tsukasa: I’m not very well-acquainted with how other families prepare lunches. I do love how colorful your bento is, Hajime-kun. Did someone in your family make yours for you? Hajime: No, I made my own lunch today. Although most of the time, I just pack last night’s leftovers.",0,15
"After a long time, I ate so much that I wanted to fall asleep right after having lunch.
I now understand why babies and kids fall asleep right after having milk and food.
If I were rich enough to not worry about money to fund my lifestyle, I would just eat, go to gym n enjoy art",2,1931
I want some Jamaican food 😩,0,179
Karen’s diner has left me traumatised and I will not go out for lunch again in my life,3,466
"Mos def wanted a hot chocolate and the lunch special broad day, sick man",0,299
"01/07/2023
I bought a new smartphone in Akihabara. It costs 3000 yen. Very cheap!! After that, ate tsukemen with father. This ramen was rare, because the suigyoza was in the ramen. It was delicious.
I wanna eat again!!
＃英語日記",1,0
Craving Thai food,0,180
Smoothie for breakfast 🥲🥲,1,2267
"🗓 Today 9am-12pm @ Franklin Farmer's Market (230 Franklin Rd, 37064) @SFFNash",1,611
"🗓 Today 9am-12pm @ Franklin Farmers Market  (230 Franklin Rd, 37064) @SFFNash",0,4432
I get chick fil a every damn day for lunch 😭,0,189
"By the time lunch rolls around, Ari realises he’s spent the last two and a half hours acting like a pathetic puppy waiting for its owner to come home, periodically wondering about what he’ll say to Hyojin when he shows his pretty face.",0,40
"this is a lunch's menu, Roasted Prawn🍤, severed with Taco🌮 , then vegetable for today will recommend with Eggplant🍆",0,31
"Hemp crops are tall, have thick foliage, and can be planted densely, and thus can be grown as a smother crop to kill tough weeds. Using hemp this way can help farmers avoid the use of herbicides, gain organic certification, and gain the benefits of crop rotation.",0,1482
"RULES TO SUCCEED IN 2023                1. Have friends who discuss; starting a business, investing,gym and diet, self development                                        2. Don’t tell people more than they need to know. RESPECT YOUR PRIVACY",29,1264
"Daughter turns 10 tomorrow- and wants ME to make a chocolate cake- ""and not from a kit"" 
It has been a slow journey since lockdown to doing more baking - scone syes- biscuits yes- sometimes other things yes..

But now 

foolproof recipes please 

@Teamenglish1 pls rt #TeamEnglish",0,65
"my instagram explore is all books, recipes, and anti-diet stuff. love it here.",4,685
"I had fish and chips (it was delicious) yesterday for lunch but now I feel gross, I should of had a shower when I came home also I didn’t even need to have dinner",0,41
Fast forward 45 days please because I’m so ready for kbbq,6,643
Skipping breakfast and lunch tmrw and exercising early in the morning on an empty stomach yass,2,16
I think I want a smoothie bowl today,0,1276
"Have kids?  No clubbin’, no acting “sexy.” breakfast-lunch-dinner should always be prepared if you don’t have a job, school activities and education must be tended to, work must be in order &amp; their mental and physical health must be monitored.  Not doing that?  Ur a FRAUD 💫",0,16
"No one needed lunch today so I skipped lunch. I can cook delightly if someone eat with, though. l’m happy I have a family to cook.",1,70
There isn't really any grab and go Indian Street food is there?,2,1162
"Even if you offend me i will still come to ur party, afterall it's you who offended me, not the jollof rice 😀😁",19,509
"Coffee vs Energy drinks, fight!",0,75
"The cookies cookied but didn’t cookie the way I expected them to cookie.
Baking is tough🥲",1,4003
"Lots of people losing weight just now and telling people on here. Wonder if the same people will tell everyone they gained it all back in March?

#diet #weightlosstips",0,87
"Had a big Mac for lunch, no breakfast no dinner no snack. Bulking szn fr",1,61
"Idc how healthy my diet is, doubles issa must on a Saturday/Sunday",0,39
"Sure, eating healthier can help you lose weight, but can it help you live longer? As it turns out, modifying your diet can add 9 years to your life expectancy. ♾️",6,151650
"if you go to artisan and get pastries and coffee, and order a tofu sandwich, that’s breakfast and lunch ready to go right there and you can enjoy the coffee while you wait for the sandwich, genius",2,646
"Diet rule #1: If nobody sees you eating it, it doesn’t contain any calories.

Madhavee 

JANTA KI JAAN PRIYANKA",1,98
I love that my bf comes and eats lunch w me at work 🫶🏼 makes my whole shift better just to laugh w him 💗,8,574
2:498 Daily tweets to @VancityReynolds in the hopes of a reply and I'm wondering if you'll do a @firstwefeast #hotones interview? I would LOOOOOVE to see you eat hot wings! Is that weird 😕 🤔  Nah lol,0,40
I ORDERED MY LUNCH BOX UWUUU,1,9
Country Drive and Lunch by Absolutely Free from Two Cares Due None (Original Soundtrack),0,350
"Succeeded Trivial unforgettable. Changes, lunch,... Performing
؟?
نمشے

🔹BM10🔹
🔹BM10🔹
🔹BM10🔹",0,112
"Back on the road getting some miles in the legs, nothing much or quick but getting used to running/breathing again before training starts, diet/nutrition plan sorted

2 weeks till official training plan starts but getting back into it feels good

@runforall #mnd #runforrob",2,373
okay but i need skz to perform now i still havent eat my lunch yet,0,6727
"Halal- meat this ensures people live and we need it to be healthy and blessed,sacrifice for a much inferior life for the sake of starvation #sacrificialmeat",0,37
"I can’t decide whether I want to drink a cocktail, champagne or brutal fruit 🫠",0,2161
There is another real recipe from before the 80s one that got out and it has sugar in it and you eat little cakes of it,0,3
"“Mmmm, greek salad...”",0,630
"Any dommes in London wanting shopping / lunch / meets please dm x

Findom femdom humanatm paypig paypigs finD whalesub slave sub silent send silentsend",11,144
"After lunch, I strim
We keep working on Momochi's model!",16,2956
Lunch time fruit.,0,37
"The Satur-deja Vu is gonna be a little late today. Look for this afternoon, after lunch, as I have other business to attend to shortly. Please, thank you, and God bless.",0,377
We blasting Brandy this AM. Smoothie then gym then baby shower lol,0,278
"Having coffee and a croissant, this morning it’s a very French breakfast",0,50
coworkers jealous of my car not bc I can drive but bc I can spend my lunch break napping in it 😎,3,118
"Had gone to Bijbehara, to attend a prayer meeting for our leader Mufti sb. Done around lunch time, some youngsters suggested a local food joint. Sought police permission which was flatly denied. 
That is  normal Kashmir.
 On way back kept wondering who I am? Do I belong here?",172,13324
*Takes a sip out of my smoothie* Today you will find out the true meaning of what a charades is,0,36
We could go to all the farmers markets and sun nights in forests and we could go to country bumpkin things and have smart days out in Harrogate and go and have weekends away in the moors and park at the coastline and eat well and love long and prosperous,0,1
Let's try saimin but instead of spam use filipino pork adobo (usa🤝philippines),0,8
Starting a diet plan before embarking on a 4 month trip was such a dumb idea. But here I am buying a scale to pack in my bag so I can cook pasta in Bangkok instead of eating cheap and delicious street food,0,448
"Need to make my smoothie, it’s timeeeeeee😊!!!",0,257
"Got lunch from a popular tea chain, it smelt great but tasted mid and I don’t feel too well now either 🙃",7,347
Walking in the street while drinking smoothie 😂😁,0,24
"I’ve realized tracking calories is not for me, it just makes me more likely to binge I just…. Eat as little as possible and obviously low calorie foods but I feel like I eat more when I track #edtwt",1,27
"I always wished to be in a friend group. And at some point I did, but I kinda felt like a ghost and at some point when we went out of lunch group to do something else . 1hr  later I came back and they didn't notice..yeah I stopped trying to make actual friends and I got 1 left .",0,1
# Why the investment sweet spot may no longer be appropriate today Decision follows sharp rise in food prices due to Russia’s invasion of Ukraine and Covid pandemic,0,1
Still accepting birthday gifts… I like lunch/dinner,0,627
I wanna eat my lunch so bad 😭😭😭,0,1501
My gym instructor explicitly told me to follow my diet plan and not eat anything else and here I am chowing down on pasta like it's my last meal,7,242
Stone Buenaveza  is now on tap at Regent Square!  (@stonebrewingco)  Replacing Brooklyn Lager  (@BrooklynBrewery),0,2390
"I almost arrived late to work today b r u h

I didn’t get a chance to eat tacos for breakfast but it’s ok, I made the same smoothie I eat everyday

I’m ok…",0,138
"Having an amazing self care Saturday. Breakfast at my fave coffee spot, pilates and full body massage with my bestie and now I’m relaxing before dinner and drinks. You work hard just to hand it over to me to make sure I’m always happy, relaxed and spoiled. 💗",16,5807
Never order the expensive dish on menu when some1 is giving you lunch/dinner.,0,3482
Ordering a smoothie without sugar bc of the diet is like ordering expensive water with color bc wtf is this 😭😭😭,6,284
we're always having lunch during award shows.,1,818
i feel and look like garbage half the time and im tired all day everyday with no free time and my diet has consisted of nothing but junk food recently this is my downfall,4,474
"# Analysis of more than 3,000 public messages shows a systematic misalignment on climate-related activities 🥐🥖🥞🍯🍞🥐🥖🍎🍐🍊🥫🍳🥚🍋🍌🍉🥦🍎🍍🍑🍇🍓🍅🥕🌽🍳🥚🍲🍐🍳🥚Home cocktail-making boosts revenues despite supply chain disruptions",0,0
# New UK prime minister vows to end three-year ban and get gas flowing in as soon as six months 🍖🍗🍍🍑🥓🥙🍑🍳🥚🍤🍖🍗🍊🍇🍓🍬🍫🍿🍩🍪🍒🍈🥑🍳🥚🍤🍒🍊Russia and Ukraine sign grain deal to avert global food crisis,0,1
"#BreakingNews 

A 6 years old, shooting a teacher, not even during lunch break, in the #Speakerofthehousevote break. 

But #Republicans don't talk about guns, they pray to them and make it look like is for the victim. 

@AOC @elonmusk @tommyboy0690",2,36
the other day at lunch abbas asked ana if shes ready for her daughter delisha to be in her rempit era. what the fuck is his problem pls 😭,0,713
preping my mental and emotional health with all my comfort foods coz no effing way am i ready for today's episode of #AlchemyOfSouls2Ep9,0,489
"For now, Nel suggests including these vegetables as part of a healthy diet.",0,0
"na ""our wife"" brought breakfast.we're waiting for ""our another wife"" to bring lunch

make we sha no go chop poison 🙄🙁",32,2048
all kind of doritos is good it would be nice to have doritos for lunch that sound good,0,59
"S-senpai? What do you think about today’s lunch? I think I’m improving b— oh the band-aids? Don’t worry, senpai, I’m just a bit clumsy.",0,41
"[ FOOD ] have you eaten today? no? that won't do at all! come sit here with me, i made double my lunch just for you!~☆",0,474
"Hello and welcome to ""Today I Fucked Up""

Today I fucked up when I went to work feeling like shit, decided to take a nap 4 hrs into my shift at lunch. Woke up and realized I missed 2 hrs of my shift (I was supposed to be gone for 1hr)

Funny enough no one noticed I was gone",1,273
for now i just ate lunch it was 120 and i already burned 138,0,51
263 calories for lunch. i am embarrassing,0,27
Send for My lunch on Wishtender.,29,3807
# Europes biggest gas supplier signals willingness to help alleviate the continents energy crisis 🥐🥖🥞🍯🍞🥐🥖🍎🍐🍊🥫🍳🥚🍋🍌🍉🥦🍎🍍🍑🍇🍓🍅🥕🌽🍳🥚🍲🍐🍳🥚Home cocktail-making boosts revenues despite supply chain disruptions,0,0
a food truck wants to make bagel a Host,0,8
"I’m actually so fatigued today. Came on me around ten o’clock and thought it’d pass after I’d a bit of sugar on lunch but I’m more exhausted now afterwards. Not even sleepy, just knackered",1,659
"The difference between nutrition plans that make you and those that break you is simple:

Good plans don't make eating miserable &amp; stressful.

Research shows many diets work, but ADHERENCE = long-term results.

Everything else (carbs, superfoods, time you eat) are just details.",22,129744
my favorite thing to do when I’m mad is shop and take myself to lunch/dinner so that’s what I’m gone do today 😂,0,1900
i want a smoothie this morning!,0,2798
"Republican House members who took part in the coup, celebrating because they can. 2 years and NOT ONE INDICTMENT for their crimes. Because they ARE above the law. It doesn't take 2 years to bring 1 indictment. It takes a grand jury about 30 minutes before lunch.",5,7480
I STAYED HERE TWO HOURS AND THE MOMENT I HAVE LUNCH STRAY KIDS WINS AN AWARD I'M SO HAPPELY AND PROUD BUT I WANTED TO SEE,1,171
my bf is at the farmers market heyyyy babe,0,53
"Well, progress has been made. Not as much as I wanted but I'm also tired and I've a new approach which I think is much more robust easier to keep track of.

Some very short bits of music and sound effects, tile cursor/targetter system implemented. Lunch then back to it. #LD52",1,11
"Egusi is never overrated, either your mummy can't Cook or your tongue don spoil.",9,1508
Some good soul food breakfast would be so clutch right now!,0,191
Is it too early to ordering Jamaican food?,1,9026
moots what’s your biggest comfort food that you could eat forever?,30,223
"Which one eatery must I halt at for lunch (vegetarian and non-vegetarian fare) in #Mangalore ? 
@MangaloreCity",1,365
Middle eastern food is so good I need to learn how to make that Greek yogurt sauce 🤌🏾,0,315
qqq my grandads kinda cute sometimes he wanted to cook lunch again  so he can spare me the time to study like aww thank u but im not eating that disaster of a rice bowl ever again ill cook dont wory 👍,0,265
"# Decision follows sharp rise in food prices due to Russias invasion of Ukraine and Covid pandemic 🍳🥚🍤🥕🌽🍌🍉🍒🍈🥑🍇🍓🍐🥨🍎🍳🥚🥨🥩🍖🍗As companies buy up Scottish land to boost their ESG credentials, local farmers feel the pinch",0,1
"O, to be 16 again! Beeing able to eat metric tons of sweets and junk food and look like a greek athlet nevertheless...

Ok, I never looked like an athlet, because u have to do sports for that, but at least I was skinny!",0,83
"The  sun  doesn't  know  whether  you  have  got  lunch  or not 😒
It burns  your  forehead  no matter  😭",38,5313
"however strong    ""Last call for tickets to the Chairwoman’s Luncheon! If you would like to join Chairwoman Dorothy Moon for lunch at our Winter meeting on Jan 7, tickets can be purchased at the link below. January 3rd will be the last day to purchase luncheon tickets. 🥥🍑🧇",0,1
watch skz perfom when i go eat lunch,1,590
THEY'RE PLAYING KILL BILL IN THE SUSHI RESTAURANT OMG,2,309
"i said ""what if i just ate the rest of my maltesers for lunch"" and nobody said anything. now i feel sick so its everyone elses fault for not stopping md",1,1604
"As usual, finding room ulit sa monday (ft. 30minutes lunch time)",1,481
"i had my anaphy class, had my lunch &amp; did workout &amp; still no svt performance ._.",2,9033
"The best smoothie blend in this world is banana, red grapes and pomegranate seeds. Taste sweet for those with sweet tooth and also has all the nutrients.",1,5833
"Hood nigga Been eating real healthy lately…,but ima keep keep some chicken or beef ramen noodles on standby 😅🤟🏽",0,858
"If indomie is called fast food, abeg wetin garri be 🙄🙄🙄🚶🚶🚶🚶🙆",13,2165
"8:45 a.m.
I have already explained how horses sleep, Why chocolate pancake is sweet. Been asked to make spaghetti and ice cream for lunch. Answered why running through the kitchen is a bad.
Also got given a “pokey” for my troubles and got a sticker for being brave. #ToddlerLife",5,6265
"PhD in Emotional Intelligence....🙂

I wonder what if we see 
PhD in pubg
PhD in reels
PhD in shorts .😭😭

PhD in dosa 
PhD in upma...🏃🏼‍♀️🏃🏼‍♀️",5,234
Lunch with @thee_samstar is always one of the best decisions I make in a day 🥹,0,730
"# Proposals come days after Swiss bank pulls out of deal to buy fintech Wealthfront 🥨🍎🍳🥚🥨🥩🍖🍗🍍🍑🥓🥙🍑🍳🥚🍤🍖🍗🍊🍇🍓🍬🍫🍿🍩China suspends 2,000 food products from Taiwan as Pelosi visits",0,0
"😲
Darling, I just called to tell you how awesome you are. You really are the love of my life…
Sir, I’m sorry, this is a brewery.
Oh I know…",1,1289
"Doing the dishes while this man is cooking, and every time I think I'm done, he adds 4 new oily bowls and colanders.
Goodness knows why, because is it not the same normal jollof rice?",1,1870
"Things you don’t need to lose weight in 2023

Fasting
Ultra low carb diets
Ultra low fat diets
Detoxes
Multiple meals (every 3hrs bro)",1,106
"Good afternoon fxxkers… who’s the first to send today? Emptied my cashapp this morning so it’s back down to 0, used the money to treat myself to lunch before work 🥰",2,190
I guess I’ll do my hair and make a smoothie since I’m up,0,99
I miss my girlfriend (haven't seen her since my lunch break),1,162
"Wassup!!! You love Vietnam? So do we! 

Your local cuisine dish will be 🥁 
 
Vietnamese pancakes!!  

I challenge you to eat this dish with a coffee spoon!!!! And without closing your elegant eyes.",0,51
"[January 7, 2023 at 5:42 am] KD and Lunch Meat by Boy Golden",0,483
"London food twitter, where’s good for lunch in Angel?",0,1145
"This confuses me greatly… 
Put these #Starbucks #drinks in order of size;

Short
Grande 
Venti 
Demi
Trenta
Tall. 

I’ll randomly select someone who gets this right for a #prize 🏆",1,3142
I don't want to deprive myself of good food now that I'm dieting so I tell myself that it's okay to eat but not too much,2,806
I wish chocolate was healthy man I’d have a six pack by now … 🍫 🤤 #food #dieting #chocolate,0,12
"Some ramen nerds only abide by bread flour because of its high gluten content. But honestly? It really depends on the type of ramen you're making.

All-purpose flour gives ramen noodles a mouthfeel similar to udon, and some regional variants actually call for that firmer texture.",2,766
"Hey Minnie Dlamini, you are beautiful and talented. May I take you out for lunch?",464,1068334
that guy w glasses from seventeen lied about stealing his classmate’s lunch when he was in hs don’t pay attention to him,1,150
"Currently selling my car, just nipped off while everything clears to grab some lunch, on a diet so I got chicken fridge raiders, ate them in the confines of the car. And Christ the smell, is there any other item that could leave such a potent stench? Good luck to the new owner",0,75
BA'T NAG ADS NANG JIN RAMEN?! I'M TRYING MY BEST TO STOP MYSELF EATING THAT RN AAAAAAAA,0,378
"Lemons Large, Bird's Eye Garlic Chicken Meal, Organic Fuji Apples",0,86
30 minute lunch breaks need to be illegal,5,2900
"this is a lunch's menu, Stewed Pork🍖, severed with Rice🍚 , then vegetable for today will recommend with Eggplant🍆",0,31
"Is sausage rolls and Guinness an acceptable lunch on a rugby day like this? I'm doing it anyway, just let me know if I should be ashamed or not.",18,174
Log dieting krke bhi ptle nhi horhe or yaha kutto jaise thuske bhi weight nhi bdh rha.,9,1027
#GMO Debate isn't About Science. It's About Shoving a Product No One Wants Down Our Throats by Bribing our GOV'T &amp; Scientists.,0,24485
That cute guy you sit next to at lunch and never talk with thinks you’re rad!!! ❤️🧡💛💚💙💜,0,162
If you want @NandosZambia for lunch you must order yesterday.,2,4370
# Chenieres LNG turbines will no longer be exempt from regulations on airborne carcinogens. 🍳🥚🍋🍌🍉🥦🍎🍍🍑🍇🍓🍅🥕🌽🍳🥚🍲🍐🍳🥚🍤🥕🌽🍌🍉🍒🍈🥑🍇🍓Russia attack on Ukraine set to hit global food supply chains,0,2
"I can’t believe I’ve actually turned into a gym rat and in the best shape of my life and previously I just used to yo-yo diet, drink every weekend and didn’t look after myself 🫶🏼 feeling very proud of myself today x",18,911
"had relatives over for lunch &amp; ordered from greece food &amp; omfg it's SO much ,, he ordered for 6 ppl – we were 7 – &amp; it looked like it was made for 15 or smth",0,165
"Drinks from the office, is it stuff like instant coffee and plum kelp tea? If that’s all you have then sorry, no thanks.",0,10
"There's this Nigeria nurse in the UK that needs to be talked to for real. He gives half-baked information to gullible nurses back home about migrating to the UK or Jamaica as a nurse. Never cares to give complete information, just after how much he would make from his victims.",1,1022
my roommate invited a friend over for lunch he’s so nice i was scared i’d bother them but he even helped with my classes 😭,1,59
Jalen asked me to get him a lunch box. “Buying lunch everyday expensive” 😂,1,1359
Making lunch can be do exhausting 😩,0,8402
"Been for a medium sized run in the rain and now had a sub standard lunch to follow, got it all wrong today",1,164
Deep down I want lunch at Kelly’s house 😭,1,3503
"Kevin gave chick-fil-a with a generic 'thanks' to Capital Officers. They tossed it.  

He didn't show up to the formal thank you and lunch.

The formal lunch was attended by one member of the GOP.

Who backs the blue?",1,73
im gonna be having lunch by the time seventeen get on stage.. why do they hate me,0,562
Refer to our sample menu suggestions to get ideas about incorporating enough protein and other nutrients into your vegetarian diet. You can,0,0
just saw this dieting account im actually so inspired to restrict &lt;33333 honeymoon phase here i come,67,2516
"Idk about y’all but when I’m cooking I clean as I go. Like rn I’m making biryani, chicken with daal and made a quick lunch for my dad and brothers and yet the kitchen looks clean! I don’t like people who leave a huge mess behind as if they never gonna enter the place again 😂",0,485
this man really thought $30 was gunna make me his best friend or girlfriend sis .. u paid for my lunch…………,1,835
Read The Princess Bride and enjoy some kombucha out of a medieval goblet.,0,20
Diet = Natural Foods + Intermittent Fasting + Plants,2,65
"random: one of my favourite sayings is from @salemkinging where he says ""you're not fried rice, you're jollof, just go and warm it"" 
Wish I could find it and post it but it's over 3yrs old and I can't scroll that far 😭",1,1621
"want to date someone who is willing to go with me to temples, eat street food &amp; live a simple yet meaningful life ♠️💋",0,176
Am I the only one that drinks frozen coffees in the winter?,0,490
