text,likes,followers,popularity,pop_level
"RULES TO SUCCEED IN 2023                1. Have friends who discuss; starting a business, investing,gym and diet, self development                                        2. Don’t tell people more than they need to know. RESPECT YOUR PRIVACY",29,1264,10.186334409280308,2
"my instagram explore is all books, recipes, and anti-diet stuff. love it here.",4,685,1.905914008052204,1
Fast forward 45 days please because I’m so ready for kbbq,6,643,2.69639834661856,2
Skipping breakfast and lunch tmrw and exercising early in the morning on an empty stomach yass,2,16,1.8614546253164423,1
I think I want a smoothie bowl today,0,1276,0.3388571520895431,0
"No one needed lunch today so I skipped lunch. I can cook delightly if someone eat with, though. l’m happy I have a family to cook.",1,70,1.0333940457578528,1
There isn't really any grab and go Indian Street food is there?,2,1162,1.0367965954864957,1
"Even if you offend me i will still come to ur party, afterall it's you who offended me, not the jollof rice 😀😁",19,509,7.9936577524825685,2
"The cookies cookied but didn’t cookie the way I expected them to cookie.
Baking is tough🥲",1,4003,0.48851707648951087,0
"Had a big Mac for lunch, no breakfast no dinner no snack. Bulking szn fr",1,61,1.050753766414899,1
"Sure, eating healthier can help you lose weight, but can it help you live longer? As it turns out, modifying your diet can add 9 years to your life expectancy. ♾️",6,151650,0.13081505961141643,0
"if you go to artisan and get pastries and coffee, and order a tofu sandwich, that’s breakfast and lunch ready to go right there and you can enjoy the coffee while you wait for the sandwich, genius",2,646,1.154717275180936,1
"Diet rule #1: If nobody sees you eating it, it doesn’t contain any calories.

Madhavee 

JANTA KI JAAN PRIYANKA",1,98,0.99218958090755,1
I love that my bf comes and eats lunch w me at work 🫶🏼 makes my whole shift better just to laugh w him 💗,8,574,3.5306990752371474,2
I ORDERED MY LUNCH BOX UWUUU,1,9,1.3371036562552765,1
Country Drive and Lunch by Absolutely Free from Two Cares Due None (Original Soundtrack),0,350,0.42200492315302596,0
"Succeeded Trivial unforgettable. Changes, lunch,... Performing
؟?
نمشے

🔹BM10🔹
🔹BM10🔹
🔹BM10🔹",0,112,0.48812296214659046,0
"Back on the road getting some miles in the legs, nothing much or quick but getting used to running/breathing again before training starts, diet/nutrition plan sorted

2 weeks till official training plan starts but getting back into it feels good

@runforall #mnd #runforrob",2,373,1.2548094027966838,1
okay but i need skz to perform now i still havent eat my lunch yet,0,6727,0.19598410854397794,0
"I can’t decide whether I want to drink a cocktail, champagne or brutal fruit 🫠",0,2161,0.29803366468053416,0
"“Mmmm, greek salad...”",0,630,0.3864870953999945,0
"Any dommes in London wanting shopping / lunch / meets please dm x

Findom femdom humanatm paypig paypigs finD whalesub slave sub silent send silentsend",11,144,5.680281230531717,2
"After lunch, I strim
We keep working on Momochi's model!",16,2956,4.614250032381538,2
"The Satur-deja Vu is gonna be a little late today. Look for this afternoon, after lunch, as I have other business to attend to shortly. Please, thank you, and God bless.",0,377,0.4176418773247339,0
We blasting Brandy this AM. Smoothie then gym then baby shower lol,0,278,0.43539068710337325,0
coworkers jealous of my car not bc I can drive but bc I can spend my lunch break napping in it 😎,3,118,1.9401339743803745,1
"Had gone to Bijbehara, to attend a prayer meeting for our leader Mufti sb. Done around lunch time, some youngsters suggested a local food joint. Sought police permission which was flatly denied. 
That is  normal Kashmir.
 On way back kept wondering who I am? Do I belong here?",172,13324,23.309282950300027,2
Starting a diet plan before embarking on a 4 month trip was such a dumb idea. But here I am buying a scale to pack in my bag so I can cook pasta in Bangkok instead of eating cheap and delicious street food,0,448,0.4073942670043837,0
"Need to make my smoothie, it’s timeeeeeee😊!!!",0,257,0.4399235831474629,0
"Got lunch from a popular tea chain, it smelt great but tasted mid and I don’t feel too well now either 🙃",7,347,3.3800695459122663,2
"I’ve realized tracking calories is not for me, it just makes me more likely to binge I just…. Eat as little as possible and obviously low calorie foods but I feel like I eat more when I track #edtwt",1,27,1.161398394801231,1
Still accepting birthday gifts… I like lunch/dinner,0,627,0.38678730473313916,0
I wanna eat my lunch so bad 😭😭😭,0,1501,0.32680278619511505,0
My gym instructor explicitly told me to follow my diet plan and not eat anything else and here I am chowing down on pasta like it's my last meal,7,242,3.5471038349260637,2
Stone Buenaveza  is now on tap at Regent Square!  (@stonebrewingco)  Replacing Brooklyn Lager  (@BrooklynBrewery),0,2390,0.28966098593226175,0
"I almost arrived late to work today b r u h

I didn’t get a chance to eat tacos for breakfast but it’s ok, I made the same smoothie I eat everyday

I’m ok…",0,138,0.4758391843959958,0
"Having an amazing self care Saturday. Breakfast at my fave coffee spot, pilates and full body massage with my bestie and now I’m relaxing before dinner and drinks. You work hard just to hand it over to me to make sure I’m always happy, relaxed and spoiled. 💗",16,5807,3.56550204637446,2
Never order the expensive dish on menu when some1 is giving you lunch/dinner.,0,3482,0.25690055309533155,0
Ordering a smoothie without sugar bc of the diet is like ordering expensive water with color bc wtf is this 😭😭😭,6,284,3.0390938228491886,2
we're always having lunch during award shows.,1,818,0.7393296802927659,1
i feel and look like garbage half the time and im tired all day everyday with no free time and my diet has consisted of nothing but junk food recently this is my downfall,4,474,2.0200082139231808,2
"#BreakingNews 

A 6 years old, shooting a teacher, not even during lunch break, in the #Speakerofthehousevote break. 

But #Republicans don't talk about guns, they pray to them and make it look like is for the victim. 

@AOC @elonmusk @tommyboy0690",2,36,1.6809756926312602,1
the other day at lunch abbas asked ana if shes ready for her daughter delisha to be in her rempit era. what the fuck is his problem pls 😭,0,713,0.3786158945036795,0
preping my mental and emotional health with all my comfort foods coz no effing way am i ready for today's episode of #AlchemyOfSouls2Ep9,0,489,0.40211788297320766,0
"na ""our wife"" brought breakfast.we're waiting for ""our another wife"" to bring lunch

make we sha no go chop poison 🙄🙁",32,2048,9.980005706607447,2
"[ FOOD ] have you eaten today? no? that won't do at all! come sit here with me, i made double my lunch just for you!~☆",0,474,0.4040016427846362,0
"Hello and welcome to ""Today I Fucked Up""

Today I fucked up when I went to work feeling like shit, decided to take a nap 4 hrs into my shift at lunch. Woke up and realized I missed 2 hrs of my shift (I was supposed to be gone for 1hr)

Funny enough no one noticed I was gone",1,273,0.8728782424542524,1
Send for My lunch on Wishtender.,29,3807,7.46507579162817,2
"I’m actually so fatigued today. Came on me around ten o’clock and thought it’d pass after I’d a bit of sugar on lunch but I’m more exhausted now afterwards. Not even sleepy, just knackered",1,659,0.7672893011036936,1
"The difference between nutrition plans that make you and those that break you is simple:

Good plans don't make eating miserable &amp; stressful.

Research shows many diets work, but ADHERENCE = long-term results.

Everything else (carbs, superfoods, time you eat) are just details.",22,129744,0.49718061154229193,0
my favorite thing to do when I’m mad is shop and take myself to lunch/dinner so that’s what I’m gone do today 😂,0,1900,0.3084695976291857,0
i want a smoothie this morning!,0,2798,0.27620974934244835,0
"Republican House members who took part in the coup, celebrating because they can. 2 years and NOT ONE INDICTMENT for their crimes. Because they ARE above the law. It doesn't take 2 years to bring 1 indictment. It takes a grand jury about 30 minutes before lunch.",5,7480,1.1166492912243133,1
I STAYED HERE TWO HOURS AND THE MOMENT I HAVE LUNCH STRAY KIDS WINS AN AWARD I'M SO HAPPELY AND PROUD BUT I WANTED TO SEE,1,171,0.9267786284942403,1
"Well, progress has been made. Not as much as I wanted but I'm also tired and I've a new approach which I think is much more robust easier to keep track of.

Some very short bits of music and sound effects, tile cursor/targetter system implemented. Lunch then back to it. #LD52",1,11,1.3025496103529681,1
"Egusi is never overrated, either your mummy can't Cook or your tongue don spoil.",9,1508,3.264506073500924,2
Some good soul food breakfast would be so clutch right now!,0,191,0.45700834246798167,0
Is it too early to ordering Jamaican food?,1,9026,0.33768291155940583,0
moots what’s your biggest comfort food that you could eat forever?,30,223,13.890897505605501,2
"Which one eatery must I halt at for lunch (vegetarian and non-vegetarian fare) in #Mangalore ? 
@MangaloreCity",1,365,0.839088702432206,1
Middle eastern food is so good I need to learn how to make that Greek yogurt sauce 🤌🏾,0,315,0.4281502129464121,0
qqq my grandads kinda cute sometimes he wanted to cook lunch again  so he can spare me the time to study like aww thank u but im not eating that disaster of a rice bowl ever again ill cook dont wory 👍,0,265,0.43815583330792846,0
"The  sun  doesn't  know  whether  you  have  got  lunch  or not 😒
It burns  your  forehead  no matter  😭",38,5313,8.503863806587253,2
watch skz perfom when i go eat lunch,1,590,0.7811843495056137,1
THEY'RE PLAYING KILL BILL IN THE SUSHI RESTAURANT OMG,2,309,1.2878026312545732,1
"i said ""what if i just ate the rest of my maltesers for lunch"" and nobody said anything. now i feel sick so its everyone elses fault for not stopping md",1,1604,0.6434849782261678,1
"As usual, finding room ulit sa monday (ft. 30minutes lunch time)",1,481,0.8062323538082183,1
"i had my anaphy class, had my lunch &amp; did workout &amp; still no svt performance ._.",2,9033,0.5063130542541804,1
"The best smoothie blend in this world is banana, red grapes and pomegranate seeds. Taste sweet for those with sweet tooth and also has all the nutrients.",1,5833,0.4186348574960857,0
"Hood nigga Been eating real healthy lately…,but ima keep keep some chicken or beef ramen noodles on standby 😅🤟🏽",0,858,0.3664969287943791,0
"If indomie is called fast food, abeg wetin garri be 🙄🙄🙄🚶🚶🚶🚶🙆",13,2165,4.170341826967808,2
"8:45 a.m.
I have already explained how horses sleep, Why chocolate pancake is sweet. Been asked to make spaghetti and ice cream for lunch. Answered why running through the kitchen is a bad.
Also got given a “pokey” for my troubles and got a sticker for being brave. #ToddlerLife",5,6265,1.2157970911509788,1
"PhD in Emotional Intelligence....🙂

I wonder what if we see 
PhD in pubg
PhD in reels
PhD in shorts .😭😭

PhD in dosa 
PhD in upma...🏃🏼‍♀️🏃🏼‍♀️",5,234,2.671938011034472,2
Lunch with @thee_samstar is always one of the best decisions I make in a day 🥹,0,730,0.37709729513363416,0
"😲
Darling, I just called to tell you how awesome you are. You really are the love of my life…
Sir, I’m sorry, this is a brewery.
Oh I know…",1,1289,0.6762362336672066,1
"Doing the dishes while this man is cooking, and every time I think I'm done, he adds 4 new oily bowls and colanders.
Goodness knows why, because is it not the same normal jollof rice?",1,1870,0.6194782594039254,1
"Things you don’t need to lose weight in 2023

Fasting
Ultra low carb diets
Ultra low fat diets
Detoxes
Multiple meals (every 3hrs bro)",1,106,0.9827958140337596,1
"Good afternoon fxxkers… who’s the first to send today? Emptied my cashapp this morning so it’s back down to 0, used the money to treat myself to lunch before work 🥰",2,190,1.371932299687242,1
I guess I’ll do my hair and make a smoothie since I’m up,0,99,0.4954850828412819,0
I miss my girlfriend (haven't seen her since my lunch break),1,162,0.933033693453929,1
"[January 7, 2023 at 5:42 am] KD and Lunch Meat by Boy Golden",0,483,0.40286525417268426,0
"London food twitter, where’s good for lunch in Angel?",0,1145,0.34664733740461534,0
"This confuses me greatly… 
Put these #Starbucks #drinks in order of size;

Short
Grande 
Venti 
Demi
Trenta
Tall. 

I’ll randomly select someone who gets this right for a #prize 🏆",1,3142,0.5321175163358396,1
I don't want to deprive myself of good food now that I'm dieting so I tell myself that it's okay to eat but not too much,2,806,1.1119178894848458,1
"Some ramen nerds only abide by bread flour because of its high gluten content. But honestly? It really depends on the type of ramen you're making.

All-purpose flour gives ramen noodles a mouthfeel similar to udon, and some regional variants actually call for that firmer texture.",2,766,1.1219215936099123,1
"Hey Minnie Dlamini, you are beautiful and talented. May I take you out for lunch?",464,1068334,1.306516035917973,1
that guy w glasses from seventeen lied about stealing his classmate’s lunch when he was in hs don’t pay attention to him,1,150,0.9419629315289466,1
BA'T NAG ADS NANG JIN RAMEN?! I'M TRYING MY BEST TO STOP MYSELF EATING THAT RN AAAAAAAA,0,378,0.41748584705643516,0
30 minute lunch breaks need to be illegal,5,2900,1.638583582726568,1
"Is sausage rolls and Guinness an acceptable lunch on a rugby day like this? I'm doing it anyway, just let me know if I should be ashamed or not.",18,174,8.785307755806768,2
Log dieting krke bhi ptle nhi horhe or yaha kutto jaise thuske bhi weight nhi bdh rha.,9,1027,3.542772994109644,2
#GMO Debate isn't About Science. It's About Shoving a Product No One Wants Down Our Throats by Bribing our GOV'T &amp; Scientists.,0,24485,0.08905601614872218,0
That cute guy you sit next to at lunch and never talk with thinks you’re rad!!! ❤️🧡💛💚💙💜,0,162,0.4665168467269645,0
If you want @NandosZambia for lunch you must order yesterday.,2,4370,0.7086014597755573,1
"I can’t believe I’ve actually turned into a gym rat and in the best shape of my life and previously I just used to yo-yo diet, drink every weekend and didn’t look after myself 🫶🏼 feeling very proud of myself today x",18,911,6.887029396471971,2
"had relatives over for lunch &amp; ordered from greece food &amp; omfg it's SO much ,, he ordered for 6 ppl – we were 7 – &amp; it looked like it was made for 15 or smth",0,165,0.4654546863650565,0
"There's this Nigeria nurse in the UK that needs to be talked to for real. He gives half-baked information to gullible nurses back home about migrating to the UK or Jamaica as a nurse. Never cares to give complete information, just after how much he would make from his victims.",1,1022,0.7092306601937467,1
my roommate invited a friend over for lunch he’s so nice i was scared i’d bother them but he even helped with my classes 😭,1,59,1.0550087416684,1
Jalen asked me to get him a lunch box. “Buying lunch everyday expensive” 😂,1,1359,0.6684680363790352,1
Making lunch can be do exhausting 😩,0,8402,0.1753824966418893,0
"Been for a medium sized run in the rain and now had a sub standard lunch to follow, got it all wrong today",1,164,0.9316129786264602,1
Deep down I want lunch at Kelly’s house 😭,1,3503,0.5127204267418755,1
"Kevin gave chick-fil-a with a generic 'thanks' to Capital Officers. They tossed it.  

He didn't show up to the formal thank you and lunch.

The formal lunch was attended by one member of the GOP.

Who backs the blue?",1,73,1.028163550731161,1
im gonna be having lunch by the time seventeen get on stage.. why do they hate me,0,562,0.3936072958402195,0
just saw this dieting account im actually so inspired to restrict &lt;33333 honeymoon phase here i come,67,2516,19.401903554880857,2
"Idk about y’all but when I’m cooking I clean as I go. Like rn I’m making biryani, chicken with daal and made a quick lunch for my dad and brothers and yet the kitchen looks clean! I don’t like people who leave a huge mess behind as if they never gonna enter the place again 😂",0,485,0.4026152360211432,0
this man really thought $30 was gunna make me his best friend or girlfriend sis .. u paid for my lunch…………,1,835,0.736607451919655,1
Diet = Natural Foods + Intermittent Fasting + Plants,2,65,1.5640526555264367,1
"random: one of my favourite sayings is from @salemkinging where he says ""you're not fried rice, you're jollof, just go and warm it"" 
Wish I could find it and post it but it's over 3yrs old and I can't scroll that far 😭",1,1621,0.6418627582787264,1
"want to date someone who is willing to go with me to temples, eat street food &amp; live a simple yet meaningful life ♠️💋",0,176,0.46172471707641477,0
Am I the only one that drinks frozen coffees in the winter?,0,490,0.40199409824593313,0
730a and im ready to eat my lunch,0,980,0.3575068992510664,0
2 days in on my food allergy diet and im missing bread like crazy. I feel like the Universe is trying to remove every pleasurable vice I have. Bread is god tier food - so many delicious quick filling tasty meals........😭,3,146,1.8902142984961472,1
Lunch was $90 send for it.,0,1377,0.3332600797544153,0
skipped breakfast and lunch,1,110,0.9783858260417579,1
Made myself a peng salad for lunch and forgot my cutlery🫠🫠🫠🫠,1,436,0.8180381671950933,1
Making lunch 14 minutes before loadshedding wish me luck,2,1295,1.0133368478083142,1
I want a fat plate of Caribbean food today.,36,2465,10.621108394314364,2
I believe with my luck that skz will preform when im having lunch…,0,370,0.4187447963503086,0
Now I gotta skip lunch 😂,0,400,0.4141447942662117,0
told Claire I don’t want to go to the farmers market yet this morning; I want to sit in my chair and read for at least an hour while I think about how excited I am to go to the farmers market first,32,31686,2.4164736567046505,2
"Eeii this afternoon
If I get gari den sugar en thinz di33 ago enjoy ruff",1,3752,0.5003150479128249,1
Seeing all the jin ramen ads makes me want to cook instant noodles😫,20,1152,7.270497566001299,2
Is it crazy that I like the ysl lunch box? Lmao,2,1451,0.9880667105751758,1
Any Miami oomfies wanna have lunch tomorrow? I dont wanna spend 8 hrs in an airport 😢,10,9240,1.8338749836589554,1
"The statement I know in the most languages is “I’m hungry”.

In Japanese and Italian I know it as “I’m dying of starvation” due to my having been in situations where an Italian and Japanese person were roadblocks between me and lunch time. 

Sto morendo di fame! 🇮🇹",1,544,0.7912271204598553,1
"Me, grilling meat at a yakiniku restaurant: YES I'M ON FIREEE!!!! IGNITED BY A BURNING DESIRE!!!",7,419,3.291122826104752,2
"Amala date is the only perfect date sha, we'd get to know each other as I eat inu eran and ogufe with chilled Coke☺️",3,950,1.4385287072081372,1
"Why is it that animals in the wild maintain their natural body weight, without needing a diet plan?

Is it because they are in tune with their ancestral diet?

Hmm...",166,27928,13.477240835918842,2
about to secure a toaster and a small smoothie maker,4,354,2.1066970249863415,2
signing up to local library -&gt; buying more cheap jewelery on aliexpress -&gt; lunch -&gt; looking at cat pics -&gt; chilling -&gt; mayhaps start working on the thesis,6,74,3.5926581137398723,2
"I say, children in school should be able to get free breakfast and lunch...I mean, if they can do it for prisoners... 🤷‍♂️",10,1814,3.4336673833877747,2
I will be back later in the Afternoon after work a guy's lunch of nonstop awesomeness and Coffee with kitt,1,5123,0.4428926347438443,0
"What is the keto diet:

The ketogenic diet or keto diet, in short, is a diet system that contains a low amount of carbohydrates, moderate protein, and a high amount of fats.",0,133,0.4779971524536836,0
Shit growing up I was eating alot of Puerto Rican Dominican Mexican food I’m always craving 😋,1,2912,0.545474032063059,1
"If you’re vaccinated and regret it, you will not catch me making fun of you. We all awaken at certain times. This bully like behavior is ridiculous on either side. “Follow me only if you’re unvaccinated” “don’t shop in the organic section because you’re gmo now” etc. Its immature",107,1122,37.593195336474956,2
"Kpop idol friendships are crazy, like girls argue about whos going to pay for lunch but men are straight up feeling each outher up on camera",101,4836,23.135099271995138,2
I was always a smoothie king girl but I’m so stuck on tropical lately😭,0,1251,0.3402947575417278,0
"Pack a lunch, we've got a long day ahead.

#NHL 🏒
-Rangers ML (+106)
-Canadiens ML (+132)

#NFL 🏈
-Chiefs @ Raiders over 52.5 (-110)
-Titans ML (+225)

#NBA
-Jazz ML (+102)

Parlay Odds: +5889

#NFLTwitter, #NBATwitter",1,8,1.3578733848905709,1
"Travelled down to say hi to my parents and i met my dad in the kitchen,rounding up the cooking of ogbono soup, i asked where's mumsi and last born na, he said he gave them money to go and make their hair.
How many love language is he displaying? 
On God i will be happily married",3,2508,1.1423695139579881,1
But ima just go get this smoothie and hit the gym,0,114,0.4870735890474168,0
khafs and lade are def buying me a second meal cos i’m having the intended lunch alone 😒,0,841,0.36782860706109216,0
8am and all I can think about is Jamaican food.,0,254,0.4406003417464987,0
"Afternoon subs. Who’s gonna make me happy and buy my lunch? 

£lilylaylaxx 

Findom domme uk",0,1495,0.32710565483544835,0
dah lama tak tidur lama lama 🥹 just now i just passed out right after lunch and just wake up now.,0,876,0.36510955841185033,0
"✅a #vegan diet isn't necessarily a healthy or balanced way of eating
✅a #plantbased way of eating may not be #vegan &amp; may have many highly/ultra processed foods &amp; few actual  ""plants""
✅not everyone in the US eats fast food or highly/ultra processed foods regularly(or at all)",4,12294,0.7076731566324562,1
"Amazing lunch by mom followed by a great hair spa and then dad made me his special chai, whatta chill day 🧿",6,401,2.897978420948185,2
"Now if you'll excuse me, I've been trying all day just to get some lunch.",0,689,0.38081090142966423,0
I might need to run that Mexican food back again tonight 🤤 I start my program on Monday too!,0,783,0.3725399668328395,0
"Hey, are you okay? Ya look like you've had a bad day, if you want I can come to your house and I'll bring some comfort food and we can play some games!",1,608,0.7774338990887615,1
Huyyy street food dates are the best!🥹,3,699,1.5195553333432323,1
"Such good day today.

Woke up 12pm
Ate Japanese food
Watched Travel Vlogs

👌",1,975,0.7157150854083799,1
"Strategic Planning Workshop
Today, 9:30am
County Courthouse Annex. If you have other obligations and can’t fully participate pls feel free to just drop by for lunch around 1230pm or in and out.",1,298,0.8627407649550374,1
i had lunch that i have no idea the cals of it was probably over 500 :)))) i feel disgusting and im panicking and i want to die,3,295,1.727826728254942,1
